conv1,layer1.0.conv1,layer1.0.conv2,layer1.1.conv1,layer1.1.conv2,layer1.2.conv1,layer1.2.conv2,layer1.3.conv1,layer1.3.conv2,layer1.4.conv1,layer1.4.conv2,layer2.0.conv1,layer2.0.conv2,layer2.0.downsample.0,layer2.1.conv1,layer2.1.conv2,layer2.2.conv1,layer2.2.conv2,layer2.3.conv1,layer2.3.conv2,layer2.4.conv1,layer2.4.conv2,layer3.0.conv1,layer3.0.conv2,layer3.0.downsample.0,layer3.1.conv1,layer3.1.conv2,layer3.2.conv1,layer3.2.conv2,layer3.3.conv1,layer3.3.conv2,layer3.4.conv1,layer3.4.conv2,fc,epoch_num
0.0,0.3125,0.375,0.375,0.625,0.375,0.5625,0.375,0.6875,0.125,0.375,0.03125,0.0625,0.625,0.46875,0.65625,0.65625,0.78125,0.65625,0.75,0.53125,0.75,0.015625,0.0,0.765625,0.15625,0.59375,0.078125,0.609375,0.40625,0.640625,0.671875,0.390625,,161
0.0,0.3125,0.4375,0.375,0.5625,0.4375,0.6875,0.375,0.6875,0.1875,0.375,0.0625,0.0625,0.625,0.53125,0.75,0.71875,0.8125,0.75,0.84375,0.5625,0.8125,0.015625,0.0,0.796875,0.21875,0.59375,0.109375,0.640625,0.421875,0.65625,0.71875,0.390625,,162
0.0,0.3125,0.4375,0.375,0.5625,0.4375,0.6875,0.375,0.6875,0.1875,0.375,0.0625,0.0625,0.625,0.53125,0.75,0.71875,0.8125,0.75,0.84375,0.5625,0.8125,0.015625,0.0,0.796875,0.21875,0.59375,0.109375,0.640625,0.421875,0.65625,0.71875,0.390625,,163
0.0,0.3125,0.4375,0.375,0.625,0.4375,0.625,0.375,0.75,0.1875,0.3125,0.03125,0.0625,0.65625,0.53125,0.71875,0.65625,0.875,0.6875,0.65625,0.59375,0.75,0.015625,0.0,0.8125,0.171875,0.515625,0.09375,0.59375,0.421875,0.6875,0.65625,0.421875,,164
0.0,0.3125,0.4375,0.375,0.625,0.4375,0.625,0.375,0.75,0.1875,0.3125,0.03125,0.0625,0.65625,0.53125,0.71875,0.65625,0.875,0.6875,0.65625,0.59375,0.75,0.015625,0.0,0.8125,0.171875,0.515625,0.09375,0.59375,0.421875,0.6875,0.65625,0.421875,,165
0.0,0.3125,0.4375,0.375,0.625,0.4375,0.625,0.375,0.75,0.1875,0.3125,0.03125,0.0625,0.65625,0.53125,0.71875,0.65625,0.875,0.6875,0.65625,0.59375,0.75,0.015625,0.0,0.8125,0.171875,0.515625,0.09375,0.59375,0.421875,0.6875,0.65625,0.421875,,166
0.0,0.125,0.375,0.5,0.5,0.4375,0.625,0.4375,0.6875,0.125,0.25,0.0625,0.0625,0.625,0.46875,0.8125,0.6875,0.71875,0.78125,0.71875,0.625,0.71875,0.015625,0.0,0.796875,0.1875,0.546875,0.109375,0.65625,0.46875,0.640625,0.703125,0.46875,,167
0.0,0.125,0.375,0.5,0.5,0.4375,0.625,0.4375,0.6875,0.125,0.25,0.0625,0.0625,0.625,0.46875,0.8125,0.6875,0.71875,0.78125,0.71875,0.625,0.71875,0.015625,0.0,0.796875,0.1875,0.546875,0.109375,0.65625,0.46875,0.640625,0.703125,0.46875,,168
0.0,0.125,0.375,0.5,0.5,0.4375,0.625,0.4375,0.6875,0.125,0.25,0.0625,0.0625,0.625,0.46875,0.8125,0.6875,0.71875,0.78125,0.71875,0.625,0.71875,0.015625,0.0,0.796875,0.1875,0.546875,0.109375,0.65625,0.46875,0.640625,0.703125,0.46875,,169
0.0,0.125,0.375,0.5,0.5,0.4375,0.625,0.4375,0.6875,0.125,0.25,0.0625,0.0625,0.625,0.46875,0.8125,0.6875,0.71875,0.78125,0.71875,0.625,0.71875,0.015625,0.0,0.796875,0.1875,0.546875,0.109375,0.65625,0.46875,0.640625,0.703125,0.46875,,170
0.0,0.3125,0.4375,0.4375,0.5,0.4375,0.5625,0.4375,0.75,0.125,0.375,0.0625,0.03125,0.5625,0.4375,0.625,0.75,0.78125,0.65625,0.8125,0.5625,0.75,0.015625,0.0,0.90625,0.1875,0.59375,0.09375,0.65625,0.421875,0.703125,0.703125,0.40625,,171
0.0,0.3125,0.4375,0.4375,0.5,0.4375,0.5625,0.4375,0.75,0.125,0.375,0.0625,0.03125,0.5625,0.4375,0.625,0.75,0.78125,0.65625,0.8125,0.5625,0.75,0.015625,0.0,0.90625,0.1875,0.59375,0.09375,0.65625,0.421875,0.703125,0.703125,0.40625,,172
0.0,0.3125,0.4375,0.4375,0.5,0.4375,0.5625,0.4375,0.75,0.125,0.375,0.0625,0.03125,0.5625,0.4375,0.625,0.75,0.78125,0.65625,0.8125,0.5625,0.75,0.015625,0.0,0.90625,0.1875,0.59375,0.09375,0.65625,0.421875,0.703125,0.703125,0.40625,,173
0.0,0.3125,0.4375,0.4375,0.5,0.4375,0.5625,0.4375,0.75,0.125,0.375,0.0625,0.03125,0.5625,0.4375,0.625,0.75,0.78125,0.65625,0.8125,0.5625,0.75,0.015625,0.0,0.90625,0.1875,0.59375,0.09375,0.65625,0.421875,0.703125,0.703125,0.40625,,174
0.0,0.3125,0.4375,0.5,0.5625,0.4375,0.75,0.4375,0.75,0.125,0.3125,0.03125,0.03125,0.71875,0.46875,0.75,0.78125,0.8125,0.75,0.75,0.625,0.65625,0.0,0.0,0.78125,0.1875,0.578125,0.0625,0.59375,0.453125,0.734375,0.765625,0.484375,,175
0.0,0.3125,0.4375,0.5,0.5625,0.4375,0.75,0.4375,0.75,0.125,0.3125,0.03125,0.03125,0.71875,0.46875,0.75,0.78125,0.8125,0.75,0.75,0.625,0.65625,0.0,0.0,0.78125,0.1875,0.578125,0.0625,0.59375,0.453125,0.734375,0.765625,0.484375,,176
0.0,0.3125,0.4375,0.5,0.5625,0.4375,0.75,0.4375,0.75,0.125,0.3125,0.03125,0.03125,0.71875,0.46875,0.75,0.78125,0.8125,0.75,0.75,0.625,0.65625,0.0,0.0,0.78125,0.1875,0.578125,0.0625,0.59375,0.453125,0.734375,0.765625,0.484375,,177
0.0,0.3125,0.4375,0.5,0.5625,0.4375,0.75,0.5,0.6875,0.1875,0.3125,0.03125,0.0625,0.6875,0.5,0.71875,0.75,0.75,0.71875,0.75,0.625,0.65625,0.015625,0.0,0.859375,0.171875,0.5625,0.109375,0.6875,0.4375,0.71875,0.703125,0.5,,178
0.0,0.3125,0.4375,0.5,0.5625,0.4375,0.75,0.5,0.6875,0.1875,0.3125,0.03125,0.0625,0.6875,0.5,0.71875,0.75,0.75,0.71875,0.75,0.625,0.65625,0.015625,0.0,0.859375,0.171875,0.5625,0.109375,0.6875,0.4375,0.71875,0.703125,0.5,,179
0.0,0.3125,0.4375,0.5,0.5625,0.4375,0.75,0.5,0.6875,0.1875,0.3125,0.03125,0.0625,0.6875,0.5,0.71875,0.75,0.75,0.71875,0.75,0.625,0.65625,0.015625,0.0,0.859375,0.171875,0.5625,0.109375,0.6875,0.4375,0.71875,0.703125,0.5,,180
0.0,0.3125,0.4375,0.5,0.5625,0.4375,0.75,0.5,0.6875,0.1875,0.3125,0.03125,0.0625,0.6875,0.5,0.71875,0.75,0.75,0.71875,0.75,0.625,0.65625,0.015625,0.0,0.859375,0.171875,0.5625,0.109375,0.6875,0.4375,0.71875,0.703125,0.5,,181
0.0,0.1875,0.4375,0.5,0.625,0.5,0.75,0.375,0.6875,0.125,0.375,0.0625,0.0625,0.65625,0.46875,0.71875,0.84375,0.8125,0.75,0.71875,0.625,0.84375,0.015625,0.0,0.84375,0.21875,0.546875,0.09375,0.6875,0.4375,0.703125,0.71875,0.484375,,182
0.0,0.1875,0.4375,0.5,0.625,0.5,0.75,0.375,0.6875,0.125,0.375,0.0625,0.0625,0.65625,0.46875,0.71875,0.84375,0.8125,0.75,0.71875,0.625,0.84375,0.015625,0.0,0.84375,0.21875,0.546875,0.09375,0.6875,0.4375,0.703125,0.71875,0.484375,,183
0.0,0.1875,0.4375,0.5,0.625,0.5,0.75,0.375,0.6875,0.125,0.375,0.0625,0.0625,0.65625,0.46875,0.71875,0.84375,0.8125,0.75,0.71875,0.625,0.84375,0.015625,0.0,0.84375,0.21875,0.546875,0.09375,0.6875,0.4375,0.703125,0.71875,0.484375,,184
0.0,0.1875,0.4375,0.4375,0.5625,0.5625,0.75,0.375,0.75,0.1875,0.375,0.03125,0.0625,0.65625,0.5625,0.65625,0.75,0.8125,0.71875,0.71875,0.59375,0.8125,0.0,0.0,0.859375,0.203125,0.578125,0.09375,0.65625,0.4375,0.671875,0.734375,0.46875,,185
0.0,0.1875,0.4375,0.4375,0.5625,0.5625,0.75,0.375,0.75,0.1875,0.375,0.03125,0.0625,0.65625,0.5625,0.65625,0.75,0.8125,0.71875,0.71875,0.59375,0.8125,0.0,0.0,0.859375,0.203125,0.578125,0.09375,0.65625,0.4375,0.671875,0.734375,0.46875,,186
0.0,0.1875,0.4375,0.4375,0.5625,0.5625,0.75,0.375,0.75,0.1875,0.375,0.03125,0.0625,0.65625,0.5625,0.65625,0.75,0.8125,0.71875,0.71875,0.59375,0.8125,0.0,0.0,0.859375,0.203125,0.578125,0.09375,0.65625,0.4375,0.671875,0.734375,0.46875,,187
0.0,0.1875,0.4375,0.4375,0.5625,0.5625,0.75,0.375,0.75,0.1875,0.375,0.03125,0.0625,0.65625,0.5625,0.65625,0.75,0.8125,0.71875,0.71875,0.59375,0.8125,0.0,0.0,0.859375,0.203125,0.578125,0.09375,0.65625,0.4375,0.671875,0.734375,0.46875,,188
0.0,0.25,0.4375,0.4375,0.5625,0.4375,0.75,0.4375,0.75,0.1875,0.375,0.0625,0.0625,0.65625,0.59375,0.8125,0.78125,0.90625,0.71875,0.625,0.625,0.78125,0.015625,0.0,0.84375,0.203125,0.59375,0.078125,0.6875,0.453125,0.59375,0.703125,0.46875,,189
0.0,0.25,0.4375,0.4375,0.5625,0.4375,0.75,0.4375,0.75,0.1875,0.375,0.0625,0.0625,0.65625,0.59375,0.8125,0.78125,0.90625,0.71875,0.625,0.625,0.78125,0.015625,0.0,0.84375,0.203125,0.59375,0.078125,0.6875,0.453125,0.59375,0.703125,0.46875,,190
0.0,0.25,0.4375,0.5,0.5625,0.4375,0.625,0.5,0.5625,0.1875,0.375,0.0625,0.0625,0.6875,0.5625,0.78125,0.71875,0.875,0.59375,0.75,0.59375,0.84375,0.015625,0.0,0.875,0.1875,0.578125,0.09375,0.6875,0.453125,0.640625,0.71875,0.421875,,191
0.0,0.25,0.4375,0.5,0.5625,0.4375,0.625,0.5,0.5625,0.1875,0.375,0.0625,0.0625,0.6875,0.5625,0.78125,0.71875,0.875,0.59375,0.75,0.59375,0.84375,0.015625,0.0,0.875,0.1875,0.578125,0.09375,0.6875,0.453125,0.640625,0.71875,0.421875,,192
0.0,0.25,0.4375,0.5,0.5625,0.4375,0.625,0.5,0.5625,0.1875,0.375,0.0625,0.0625,0.6875,0.5625,0.78125,0.71875,0.875,0.59375,0.75,0.59375,0.84375,0.015625,0.0,0.875,0.1875,0.578125,0.09375,0.6875,0.453125,0.640625,0.71875,0.421875,,193
0.0,0.25,0.3125,0.4375,0.5625,0.5,0.6875,0.5,0.75,0.1875,0.375,0.0625,0.0625,0.78125,0.625,0.6875,0.6875,0.8125,0.71875,0.71875,0.6875,0.8125,0.015625,0.0,0.828125,0.21875,0.5625,0.078125,0.59375,0.4375,0.6875,0.703125,0.46875,,194
0.0,0.25,0.3125,0.4375,0.5625,0.5,0.6875,0.5,0.75,0.1875,0.375,0.0625,0.0625,0.78125,0.625,0.6875,0.6875,0.8125,0.71875,0.71875,0.6875,0.8125,0.015625,0.0,0.828125,0.21875,0.5625,0.078125,0.59375,0.4375,0.6875,0.703125,0.46875,,195
0.0,0.25,0.3125,0.4375,0.5625,0.5,0.6875,0.5,0.75,0.1875,0.375,0.0625,0.0625,0.78125,0.625,0.6875,0.6875,0.8125,0.71875,0.71875,0.6875,0.8125,0.015625,0.0,0.828125,0.21875,0.5625,0.078125,0.59375,0.4375,0.6875,0.703125,0.46875,,196
0.0,0.25,0.3125,0.4375,0.5625,0.5,0.6875,0.5,0.75,0.1875,0.375,0.0625,0.0625,0.78125,0.625,0.6875,0.6875,0.8125,0.71875,0.71875,0.6875,0.8125,0.015625,0.0,0.828125,0.21875,0.5625,0.078125,0.59375,0.4375,0.6875,0.703125,0.46875,,197
0.0,0.25,0.3125,0.4375,0.5625,0.5,0.6875,0.5,0.75,0.1875,0.375,0.0625,0.0625,0.78125,0.625,0.6875,0.6875,0.8125,0.71875,0.71875,0.6875,0.8125,0.015625,0.0,0.828125,0.21875,0.5625,0.078125,0.59375,0.4375,0.6875,0.703125,0.46875,,198
0.0,0.25,0.4375,0.5,0.5625,0.5625,0.75,0.375,0.625,0.125,0.375,0.0625,0.0625,0.78125,0.59375,0.75,0.625,0.71875,0.65625,0.71875,0.6875,0.8125,0.015625,0.0,0.828125,0.21875,0.578125,0.109375,0.578125,0.453125,0.6875,0.6875,0.5,,199
0.0,0.25,0.4375,0.5,0.5625,0.5625,0.75,0.375,0.625,0.125,0.375,0.0625,0.0625,0.78125,0.59375,0.75,0.625,0.71875,0.65625,0.71875,0.6875,0.8125,0.015625,0.0,0.828125,0.21875,0.578125,0.109375,0.578125,0.453125,0.6875,0.6875,0.5,,200
0.0,0.25,0.4375,0.5,0.5625,0.5625,0.75,0.375,0.625,0.125,0.375,0.0625,0.0625,0.78125,0.59375,0.75,0.625,0.71875,0.65625,0.71875,0.6875,0.8125,0.015625,0.0,0.828125,0.21875,0.578125,0.109375,0.578125,0.453125,0.6875,0.6875,0.5,,201
0.0,0.25,0.4375,0.5,0.5625,0.5625,0.75,0.375,0.625,0.125,0.375,0.0625,0.0625,0.78125,0.59375,0.75,0.625,0.71875,0.65625,0.71875,0.6875,0.8125,0.015625,0.0,0.828125,0.21875,0.578125,0.109375,0.578125,0.453125,0.6875,0.6875,0.5,,202
0.0,0.1875,0.3125,0.4375,0.625,0.625,0.6875,0.5625,0.625,0.125,0.375,0.0625,0.0625,0.75,0.59375,0.71875,0.75,0.8125,0.71875,0.875,0.75,0.84375,0.015625,0.015625,0.890625,0.21875,0.515625,0.09375,0.625,0.484375,0.75,0.703125,0.453125,,203
0.0,0.1875,0.3125,0.4375,0.625,0.625,0.6875,0.5625,0.625,0.125,0.375,0.0625,0.0625,0.75,0.59375,0.71875,0.75,0.8125,0.71875,0.875,0.75,0.84375,0.015625,0.015625,0.890625,0.21875,0.515625,0.09375,0.625,0.484375,0.75,0.703125,0.453125,,204
0.0,0.1875,0.3125,0.4375,0.625,0.625,0.6875,0.5625,0.625,0.125,0.375,0.0625,0.0625,0.75,0.59375,0.71875,0.75,0.8125,0.71875,0.875,0.75,0.84375,0.015625,0.015625,0.890625,0.21875,0.515625,0.09375,0.625,0.484375,0.75,0.703125,0.453125,,205
0.0,0.25,0.4375,0.5,0.625,0.5,0.6875,0.5625,0.625,0.125,0.375,0.0625,0.0625,0.84375,0.625,0.75,0.75,0.84375,0.71875,0.6875,0.6875,0.75,0.015625,0.015625,0.828125,0.234375,0.578125,0.09375,0.6875,0.421875,0.671875,0.625,0.484375,,206
0.0,0.25,0.4375,0.5,0.625,0.5,0.6875,0.5625,0.625,0.125,0.375,0.0625,0.0625,0.84375,0.625,0.75,0.75,0.84375,0.71875,0.6875,0.6875,0.75,0.015625,0.015625,0.828125,0.234375,0.578125,0.09375,0.6875,0.421875,0.671875,0.625,0.484375,,207
0.0,0.25,0.4375,0.5,0.625,0.5,0.6875,0.5625,0.625,0.125,0.375,0.0625,0.0625,0.84375,0.625,0.75,0.75,0.84375,0.71875,0.6875,0.6875,0.75,0.015625,0.015625,0.828125,0.234375,0.578125,0.09375,0.6875,0.421875,0.671875,0.625,0.484375,,208
0.0,0.3125,0.375,0.5,0.6875,0.5625,0.625,0.5,0.625,0.125,0.375,0.0625,0.0625,0.78125,0.625,0.65625,0.71875,0.8125,0.625,0.84375,0.75,0.8125,0.015625,0.0,0.859375,0.234375,0.578125,0.078125,0.609375,0.421875,0.65625,0.703125,0.46875,,209
0.0,0.3125,0.375,0.5,0.6875,0.5625,0.625,0.5,0.625,0.125,0.375,0.0625,0.0625,0.78125,0.625,0.65625,0.71875,0.8125,0.625,0.84375,0.75,0.8125,0.015625,0.0,0.859375,0.234375,0.578125,0.078125,0.609375,0.421875,0.65625,0.703125,0.46875,,210
0.0,0.3125,0.375,0.5,0.6875,0.5625,0.625,0.5,0.625,0.125,0.375,0.0625,0.0625,0.78125,0.625,0.65625,0.71875,0.8125,0.625,0.84375,0.75,0.8125,0.015625,0.0,0.859375,0.234375,0.578125,0.078125,0.609375,0.421875,0.65625,0.703125,0.46875,,211
0.0,0.3125,0.4375,0.5,0.625,0.625,0.625,0.4375,0.6875,0.1875,0.3125,0.03125,0.0625,0.6875,0.625,0.75,0.8125,0.8125,0.75,0.8125,0.78125,0.84375,0.015625,0.0,0.859375,0.25,0.578125,0.125,0.71875,0.4375,0.640625,0.6875,0.484375,,212
0.0,0.3125,0.4375,0.5,0.625,0.625,0.625,0.4375,0.6875,0.1875,0.3125,0.03125,0.0625,0.6875,0.625,0.75,0.8125,0.8125,0.75,0.8125,0.78125,0.84375,0.015625,0.0,0.859375,0.25,0.578125,0.125,0.71875,0.4375,0.640625,0.6875,0.484375,,213
0.0,0.3125,0.4375,0.5,0.625,0.625,0.625,0.4375,0.6875,0.1875,0.3125,0.03125,0.0625,0.6875,0.625,0.75,0.8125,0.8125,0.75,0.8125,0.78125,0.84375,0.015625,0.0,0.859375,0.25,0.578125,0.125,0.71875,0.4375,0.640625,0.6875,0.484375,,214
0.0,0.3125,0.4375,0.5,0.625,0.625,0.625,0.4375,0.6875,0.1875,0.3125,0.03125,0.0625,0.6875,0.625,0.75,0.8125,0.8125,0.75,0.8125,0.78125,0.84375,0.015625,0.0,0.859375,0.25,0.578125,0.125,0.71875,0.4375,0.640625,0.6875,0.484375,,215
0.0,0.25,0.4375,0.375,0.4375,0.625,0.75,0.625,0.6875,0.25,0.375,0.0625,0.0625,0.78125,0.59375,0.84375,0.71875,0.875,0.6875,0.8125,0.71875,0.84375,0.015625,0.015625,0.890625,0.25,0.546875,0.140625,0.671875,0.390625,0.640625,0.6875,0.40625,,216
0.0,0.25,0.4375,0.375,0.4375,0.625,0.75,0.625,0.6875,0.25,0.375,0.0625,0.0625,0.78125,0.59375,0.84375,0.71875,0.875,0.6875,0.8125,0.71875,0.84375,0.015625,0.015625,0.890625,0.25,0.546875,0.140625,0.671875,0.390625,0.640625,0.6875,0.40625,,217
0.0,0.25,0.4375,0.375,0.4375,0.625,0.75,0.625,0.6875,0.25,0.375,0.0625,0.0625,0.78125,0.59375,0.84375,0.71875,0.875,0.6875,0.8125,0.71875,0.84375,0.015625,0.015625,0.890625,0.25,0.546875,0.140625,0.671875,0.390625,0.640625,0.6875,0.40625,,218
0.0,0.25,0.4375,0.375,0.4375,0.625,0.75,0.625,0.6875,0.25,0.375,0.0625,0.0625,0.78125,0.59375,0.84375,0.71875,0.875,0.6875,0.8125,0.71875,0.84375,0.015625,0.015625,0.890625,0.25,0.546875,0.140625,0.671875,0.390625,0.640625,0.6875,0.40625,,219
0.0,0.25,0.4375,0.375,0.4375,0.625,0.75,0.625,0.6875,0.25,0.375,0.0625,0.0625,0.78125,0.59375,0.84375,0.71875,0.875,0.6875,0.8125,0.71875,0.84375,0.015625,0.015625,0.890625,0.25,0.546875,0.140625,0.671875,0.390625,0.640625,0.6875,0.40625,,220
0.0,0.25,0.4375,0.375,0.4375,0.625,0.75,0.625,0.6875,0.25,0.375,0.0625,0.0625,0.78125,0.59375,0.84375,0.71875,0.875,0.6875,0.8125,0.71875,0.84375,0.015625,0.015625,0.890625,0.25,0.546875,0.140625,0.671875,0.390625,0.640625,0.6875,0.40625,,221
0.0,0.1875,0.375,0.5,0.625,0.625,0.625,0.6875,0.625,0.25,0.375,0.0625,0.0625,0.8125,0.625,0.75,0.75,0.78125,0.65625,0.8125,0.6875,0.8125,0.015625,0.015625,0.84375,0.234375,0.546875,0.09375,0.671875,0.4375,0.640625,0.6875,0.453125,,222
0.0,0.1875,0.375,0.5,0.625,0.625,0.625,0.6875,0.625,0.25,0.375,0.0625,0.0625,0.8125,0.625,0.75,0.75,0.78125,0.65625,0.8125,0.6875,0.8125,0.015625,0.015625,0.84375,0.234375,0.546875,0.09375,0.671875,0.4375,0.640625,0.6875,0.453125,,223
0.0,0.1875,0.375,0.5,0.625,0.625,0.625,0.6875,0.625,0.25,0.375,0.0625,0.0625,0.8125,0.625,0.75,0.75,0.78125,0.65625,0.8125,0.6875,0.8125,0.015625,0.015625,0.84375,0.234375,0.546875,0.09375,0.671875,0.4375,0.640625,0.6875,0.453125,,224
0.0,0.1875,0.4375,0.5,0.5625,0.5625,0.6875,0.6875,0.625,0.25,0.3125,0.0625,0.0625,0.78125,0.5625,0.84375,0.8125,0.84375,0.6875,0.75,0.78125,0.84375,0.015625,0.015625,0.890625,0.25,0.5625,0.109375,0.703125,0.484375,0.765625,0.734375,0.453125,,225
0.0,0.1875,0.4375,0.5,0.5625,0.5625,0.6875,0.6875,0.625,0.25,0.3125,0.0625,0.0625,0.78125,0.5625,0.84375,0.8125,0.84375,0.6875,0.75,0.78125,0.84375,0.015625,0.015625,0.890625,0.25,0.5625,0.109375,0.703125,0.484375,0.765625,0.734375,0.453125,,226
0.0,0.1875,0.4375,0.5,0.5625,0.5625,0.6875,0.6875,0.625,0.25,0.3125,0.0625,0.0625,0.78125,0.5625,0.84375,0.8125,0.84375,0.6875,0.75,0.78125,0.84375,0.015625,0.015625,0.890625,0.25,0.5625,0.109375,0.703125,0.484375,0.765625,0.734375,0.453125,,227
0.0,0.3125,0.375,0.4375,0.5625,0.625,0.6875,0.6875,0.75,0.1875,0.375,0.03125,0.0625,0.8125,0.625,0.84375,0.78125,0.8125,0.75,0.8125,0.6875,0.875,0.015625,0.015625,0.765625,0.25,0.5625,0.109375,0.640625,0.40625,0.71875,0.671875,0.46875,,228
0.0,0.3125,0.375,0.4375,0.5625,0.625,0.6875,0.6875,0.75,0.1875,0.375,0.03125,0.0625,0.8125,0.625,0.84375,0.78125,0.8125,0.75,0.8125,0.6875,0.875,0.015625,0.015625,0.765625,0.25,0.5625,0.109375,0.640625,0.40625,0.71875,0.671875,0.46875,,229
0.0,0.3125,0.375,0.4375,0.5625,0.625,0.6875,0.6875,0.75,0.1875,0.375,0.03125,0.0625,0.8125,0.625,0.84375,0.78125,0.8125,0.75,0.8125,0.6875,0.875,0.015625,0.015625,0.765625,0.25,0.5625,0.109375,0.640625,0.40625,0.71875,0.671875,0.46875,,230
0.0,0.3125,0.375,0.4375,0.5625,0.625,0.6875,0.6875,0.75,0.1875,0.375,0.03125,0.0625,0.8125,0.625,0.84375,0.78125,0.8125,0.75,0.8125,0.6875,0.875,0.015625,0.015625,0.765625,0.25,0.5625,0.109375,0.640625,0.40625,0.71875,0.671875,0.46875,,231
0.0,0.25,0.375,0.5,0.5625,0.5625,0.5625,0.75,0.75,0.1875,0.25,0.0625,0.0625,0.78125,0.65625,0.75,0.78125,0.875,0.625,0.8125,0.71875,0.8125,0.015625,0.015625,0.90625,0.234375,0.5,0.109375,0.640625,0.5,0.671875,0.671875,0.390625,,232
0.0,0.25,0.375,0.5,0.5625,0.5625,0.5625,0.75,0.75,0.1875,0.25,0.0625,0.0625,0.78125,0.65625,0.75,0.78125,0.875,0.625,0.8125,0.71875,0.8125,0.015625,0.015625,0.90625,0.234375,0.5,0.109375,0.640625,0.5,0.671875,0.671875,0.390625,,233
0.0,0.25,0.375,0.5,0.5625,0.5625,0.5625,0.75,0.75,0.1875,0.25,0.0625,0.0625,0.78125,0.65625,0.75,0.78125,0.875,0.625,0.8125,0.71875,0.8125,0.015625,0.015625,0.90625,0.234375,0.5,0.109375,0.640625,0.5,0.671875,0.671875,0.390625,,234
0.0,0.25,0.4375,0.375,0.625,0.625,0.6875,0.6875,0.625,0.25,0.375,0.03125,0.0625,0.75,0.65625,0.71875,0.8125,0.75,0.65625,0.84375,0.75,0.75,0.015625,0.015625,0.859375,0.25,0.53125,0.140625,0.703125,0.4375,0.65625,0.75,0.4375,,235
0.0,0.25,0.4375,0.375,0.625,0.625,0.6875,0.6875,0.625,0.25,0.375,0.03125,0.0625,0.75,0.65625,0.71875,0.8125,0.75,0.65625,0.84375,0.75,0.75,0.015625,0.015625,0.859375,0.25,0.53125,0.140625,0.703125,0.4375,0.65625,0.75,0.4375,,236
0.0,0.25,0.4375,0.375,0.625,0.625,0.6875,0.6875,0.625,0.25,0.375,0.03125,0.0625,0.75,0.65625,0.71875,0.8125,0.75,0.65625,0.84375,0.75,0.75,0.015625,0.015625,0.859375,0.25,0.53125,0.140625,0.703125,0.4375,0.65625,0.75,0.4375,,237
0.0,0.25,0.4375,0.4375,0.6875,0.625,0.625,0.6875,0.6875,0.25,0.3125,0.0625,0.0625,0.75,0.65625,0.75,0.75,0.875,0.5625,0.6875,0.65625,0.875,0.015625,0.015625,0.890625,0.296875,0.5625,0.15625,0.734375,0.4375,0.671875,0.75,0.46875,,238
0.0,0.25,0.4375,0.4375,0.6875,0.625,0.625,0.6875,0.6875,0.25,0.3125,0.0625,0.0625,0.75,0.65625,0.75,0.75,0.875,0.5625,0.6875,0.65625,0.875,0.015625,0.015625,0.890625,0.296875,0.5625,0.15625,0.734375,0.4375,0.671875,0.75,0.46875,,239
0.0,0.25,0.4375,0.4375,0.6875,0.625,0.625,0.6875,0.6875,0.25,0.3125,0.0625,0.0625,0.75,0.65625,0.75,0.75,0.875,0.5625,0.6875,0.65625,0.875,0.015625,0.015625,0.890625,0.296875,0.5625,0.15625,0.734375,0.4375,0.671875,0.75,0.46875,,240
